Date,District,Header,Story,Source,Attack,Propaganda,Structural Discrimination,Material Damage,Reported status,year,type of incident,date_form
2019-10-12,Friedrichshain-Kreuzberg,Frau von Taxifahrer homophob angegriffen,"In der vergangenen Nacht wurde eine Frau in Friedrichshain von einem Taxifahrer homophob angefeindet. Ersten Erkenntnissen zufolge soll die 32-Jährige gegen 0.30 Uhr vor einer Diskothek am Warschauer Platz gestanden und eine Zigarette geraucht haben, als ein Mann sie aus einem Taxi heraus homophob beleidigt haben soll. Als die 32-Jährige daraufhin zu dem Taxifahrer ging und fragte, was die Beleidigung soll, habe der Mann die Geschädigte angespuckt. Die Frau habe daraufhin zurück gespuckt. Nun habe der Taxifahrer die 32-Jährige an der Schulter gegriffen, in sein Taxi gezogen und sie dabei geschlagen. Die Frau konnte sich jedoch losreißen, wurde jedoch leicht am Hals verletzt. Der Angreifer entfernte sich mit seinem Taxi vom Ort. Der Polizeiliche Staatsschutz beim Landeskriminalamt übernimmt die weiteren Ermittlungen.",https://www.xhain.net/polizeiticker/2019/friedrichshain-frau-von-taxifahrer-homophob-beleidigt,verbal,,,,,2019,verbal attack,2019 Oct 12
2019-10-11,Charlottenburg-Wilmersdorf,Erneut homophobe Aufkleber am S-Bhf Westend,"Am 11. Oktober 2019 wurden am S-Bahnhof Westend in Charlottenburg an der Wand einer Rolltreppe erneut vier selbstbeschriebene Aufkleber mit der Aufschrift ""Schwul=krank"" entdeckt und teilweise überklebt.",Register CW,,,,,,2019,,2019 Oct 11
2019-10-09,Tempelhof-Schöneberg,Homophobe Beleidigung am U-Bhf. Nollendorfplatz,Eine Frau wird am U-Bahnhof Nollendorfplatz von einer Gruppe junger Männer homophob beleidigt.,Opferhilfe e.V.,verbal,,,,,2019,verbal attack,2019 Oct 09
2019-10-07,Tempelhof-Schöneberg,Transphobe Aufkleber in Schöneberg ,"Am 7. Oktober 2019 wurden in der Motzstraße / Ecke Kalckreuthstraße in Schöneberg transphobe Aufkleber der Gruppe ""Feminists in Struggle"" entdeckt. Die Gruppe ""Feminists in Struggle"" will Frauenräume nur für Frauen offenhalten, die ""als Frauen geboren"" wurden und somit Transfrauen ausschließen. Die Botschaft des Aufklebers lautet, dass alle Menschen die nicht die Chromosomen XX besitzen, ein weibliches Geschlecht voraussetzende Begriffe wie ""lesbisch"" nicht für sich beanspruchen dürfen.",Register Tempelhof-Schöneberg,,,,,,2019,,2019 Oct 07
2019-10-07,Spandau,Aufkleber mit homophober Beleidigung,"Auf der Rolltreppe vom U-Bahnhof Altstadt-Spandau, Ausgang Richtung Carl-Schurz-Straße, klebte ein DHL-Adressaufkleber mit schwulenfeindlicher Beschriftung. Die BVG wurde informiert, der Aufkleber entfernt.",Register Spandau,verbal,,,,,2019,verbal attack,2019 Oct 07
2019-10-06,Mitte,Homofeindliche Beleidigung und Körperverletzung vor dem Hauptbahnhof,"Gegen 11.50 Uhr war ein 25-Jähriger gemeinsam mit seinem 28 Jahre alten Lebenspartner in Moabit unterwegs. Am Europaplatz vor dem Hauptbahnhof trat plötzlich ein ihm unbekannter Mann an ihn heran, der den 25-Jährigen erst homophob beleidigte und anschließend ins Gesicht schlug. Am Tatort trafen zuerst Bundespolizisten ein und nahmen den Schläger vorläufig fest, wobei er einen Bundespolizisten bedrohte. Der Festgenommene im Alter von 27 Jahren wurde kurz darauf an Kollegen der Polizei Berlin übergeben. Die Ermittlungen führt – wie bei Hasskriminalität üblich – der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin.","Polizeimeldung vom 06.10.2019, Queer.de vom 06.10.2019",verbal,,,,,2019,verbal attack,2019 Oct 06
2019-10-05,Mitte,LGBTIQ-feindlicher Angriff durch Kontrolleure in der S-Bahn,Ein 26-jähriger Mann wird gegen 4.10 Uhr in der S-Bahn nahe dem S-Bahnhof Bellevue im Hansaviertel von vier Kontrolleuren und zwei Sicherheitsmitarbeitern kontrolliert. Der 26-Jährige wird von den vier Kontrolleuren aus LGBTIQ-feindlicher Motivation beleidigt und angegriffen.,"ReachOut, Polizei Berlin vom 07.02.2020",physical,,,,,2019,physical attack,2019 Oct 05
2019-10-04,Mitte,Homophober Angriff mit Körperverletzungen am Zionskirchplatz in Mitte,"In Mitte wurden in der Nacht zum Samstag vier Männer aus homofeindlichen Motiven angegriffen, wobei es zu Körperverletzungen kam. Die vier Männer, zwei 19-Jährige, ein 20-Jähriger und ein 37-Jähriger waren am Zionskirchplatz unterwegs, als sie von vier jungen Männern zunächst nach Zigaretten gefragt wurden. Die Angesprochenen verneinten und gingen weiter. Kurz darauf wurden die Vier von den jungen Männern erneut angesprochen und gefragt, ob sie homosexuell seien. Dies bestätigen die Gefragten. Plötzlich griff ein junger Mann die beiden 19-Jährigen und den 37-Jährigen an und schlug ihnen ins Gesicht. Die Angegriffenen riefen daraufhin laut um Hilfe. Ein 19-Jähriger und der 20-Jährige flüchteten in die Anklamer Straße und baten Passanten um Hilfe. Daraufhin ergriff die Angreifergruppe die Flucht und lief in Richtung Brunnenstraße weg. Die Geschlagenen erlitten leichte Kopfverletzungen. Die Ermittlungen hat der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin übernommen.","Polizeimeldung vom 05.10.2019, Queer.de vom 05.10.2019",physical,,,,,2019,physical attack,2019 Oct 04
2019-10-02,Charlottenburg-Wilmersdorf,Erneut homophobe Aufkleber am S-Bhf Westend,"Am 02. Oktober 2019 wurden am S-Bahnhof Westend in Charlottenburg an der Wand einer Rolltreppe erneut drei selbstbeschriebene Aufkleber mit der Aufschrift ""Schwul=krank"" entdeckt und teilweise überklebt.",Register CW,,,,,,2019,,2019 Oct 02
2019-10-01,Lichtenberg,Schwulenfeindliches Graffiti in der Frankfurter Allee ,In der Frankfurter Allee Höhe Buchberger Straße wurde ein homofeindlicher Schriftzug enddeckt.,Lichtenberger Register,,,,,,2019,,2019 Oct 01
2019-09-30,Mitte,Erneute homofeindliche Beschädigung der Gedenktafeln am Magnus-Hirschfeld-Ufer,"Unbekannte beschädigten erneut das Denkmal für die erste homosexuelle Emanzipationsbewegung am Magnus-Hirschfeld-Ufer in Moabit. Auf den Gedenktafeln für die Aktivist*innen Anita Augspurg (1857-1943), Karl Heinrich Ulrichs (1825-1895) und Dr. Magnus Hirschfeld (1868-1935) wurden die Gesichter zerkratzt und zudem auch noch ausgebrannt. Der Polizeiliche Staatschutz beim Landeskriminalamt hat die weiteren Ermittlungen zu der gemeinschädlichen Sachbeschädigung übernommen.
Die Gedenktafeln sind bereits mehrfach beschädigt worden, zuletzt am 20.08. 2019.","Polizeimeldung vom 01.10.2019, Queer.de vom 01.10.2019",,,,yes,,2019,vandalism,2019 Sep 30
2019-09-30,Friedrichshain-Kreuzberg,LGBTIQ*-Feindliche Propaganda Nahe Volkspark Friedrichshain,An einem Gebäude Vivantes Klinikum / Volkspark wurde der Spruch „Schwule sterben aus“ angebracht.,Bürger_Innen-Meldung,,,,,,2019,,2019 Sep 30
2019-09-26,Mitte,Homophob beleidigt und angegriffen im Tiergarten,"Gegen 17 Uhr war ein 54-Jähriger auf seinem Fahrrad im Großen Tiergarten unterwegs, als er von zwei Mitarbeitern des privaten Sicherheitsdienstes der Grünanlage angesprochen und homophob beleidigt wurde. Da die beiden Männer ihre Namen nicht nennen wollten, riss der Radfahrer am Namensschild eines Mitarbeiters, woraufhin er vom Rad gestoßen wurde und stürzte. Die Männer flüchteten noch vor Eintreffen der alarmierten Polizeibeamten. Der 54-Jährige wollte sich selbst in ärztliche Behandlung begeben. Der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin ermittelt.","Polizeimeldung vom 27.09.2019, Queer.de vom 27.09.2019",verbal,,,,,2019,verbal attack,2019 Sep 26
2019-09-23,Pankow,Völkisch-nationalistische Flyer in Weißensee,"Im Ortsteil Weißensee wurden in der Indira-Ghandi-Straße Ecke Berliner Allee ausgedruckte, selbstgemachte Flyer entdeckt. Diese wurden u.a. an Papierkörben geklebt. Auf den Flyern wurde in einzelnen Zeilen ein Abriss über den völkisch-nationalistischen Zusammenhalt der ""Deutschen"" gesprochen und verschiedene Zeitepochen (30 Jähriger Krieg, Reformation, ""National-SOZIALISMUS"" [im Original], ""55 Jahre Eiserner Vorhang"") angerissen und betont, dass in all diese Zeit, die ""deutsche Multi-Kultur"", der ""Berliner und Bayern, Sachsen und Saarländer"" nicht das ""deutsche"" Volk ausgelöscht haben. Es wird gefragt, ob ""wir"" es zu lassen ""von den Internationalen Sozialisten zu geschlechtslosen Gender*innen erzogen"" zu werden. Es wurde zu dern Demonstration am 03.10.2019 um 14 Uhr auf den Washingtonplatz mobilisiert. Die Demonstration wurde von den völkisch-nationalistischen, rassistischen Akteur ""Wir für Deutschland"" angemeldet.",NEA,,,,,,2019,,2019 Sep 23
2019-09-20,Charlottenburg-Wilmersdorf,Neurechte Veranstaltung in Charlottenburg,"Am 20. September 2019 fand in der Bibliothek des Konservatismus in der Fasanenstraße in Charlottenburg eine neurechte Veranstaltung in Kooperation mit der Stiftung „Ja zum Leben“ als Rahmenveranstaltung für den „Marsch für das Leben“ statt. Bei dem „Marsch für das Leben“ werden christlich-fundamentalistische und antifeministische Positionen vertreten. Ein generelles Abtreibungsverbot wird gefordert, die körperliche Selbstbestimmung der Frau, sowie queere und LGBTIQ* Lebensformen in Frage gestellt. Die Bibliothek des Konservatismus ist an einer konservativen Ideologiebildung und an antimodernen Themen interessiert, in diesen Kontext ordnet sich der Vortrag ein.",Register CW,,,,,,2019,,2019 Sep 20
2019-09-17,Mitte,LGBTIQ*-feindliche Schmierereien in Mitte,"Auf BVG-Plakaten, die Vielfalt in den Geschlechterverhältnissen abbilden, an einer U-Bahn-Baustelle Unter den Linden in Mitte sind LGBTIQ*-feindliche Schmierereien entdeckt worden.",Registerstelle Berlin-Mitte,,,,,,2019,,2019 Sep 17
2019-09-16,Charlottenburg-Wilmersdorf,Erneut homophobe Aufkleber am S-Bhf Westend,"Am 16. September 2019 wurden am S-Bahnhof Westend in Charlottenburg an der Wand einer Rolltreppe erneut vier selbstbeschriebene Aufkleber mit der Aufschrift ""Schwul=krank"" entdeckt und teilweise überklebt.",Register CW,,,,,,2019,,2019 Sep 16
2019-09-14,Friedrichshain-Kreuzberg,Mann in der U-Bahn aus LGBTIQ*-Feindlicher Motivation ins Gesicht geschlagen ,Zwei Männer im Alter von 25 und 26 Jahren werden gegen 6.10 Uhr in der U-Bahn nahe dem Bahnhof Görlitzer Bahnhof von zwei unbekannten Männern aus LGBTIQ-feindlicher Motivation beleidigt. Einem der Männer wird mit der Faust ins Gesicht geschlagen.,ReachOut Berlin,physical,,,,,2019,physical attack,2019 Sep 14
2019-09-13,Neukölln,LGBTIQ*-feindlicher Angriff in Neukölln,"Am Nachmittag des 13.9. wurden zwei Männer in Neukölln zunächst homophob beleidigt und anschließend angegriffen. Die Anzeige erfolgte später am Abend durch eine Familienangehörige eines der Angegriffenen. Demnach sollen die beiden Männer gegen 16.40 Uhr in der Hermannstraße unterwegs gewesen sein, als sie zunächst aus einer Gruppe von Jugendlichen heraus homophob beleidigt worden sein sollen. Anschließend sollen beide durch Schläge und Tritte angegriffen worden sein. Nachdem einer der Angegriffenen den Notruf wählte, flüchteten die Täter in Richtung Selchower Straße. Der 23-jährige Angegriffene erlitt einen Jochbeinbruch und wurde in einem Krankenhaus behandelt. Bei seinem 21-jährigen Begleiter war zunächst keine Behandlung nötig, er gab aber an, sich gegebenenfalls selbst zum Arzt begeben zu wollen. Der Polizeiliche Staatsschutz beim Landeskriminalamt hat die weiteren Ermittlungen übernommen.",Polizeimeldung Nr. 2235,physical,,,,,2019,physical attack,2019 Sep 13
2019-09-13,Lichtenberg,LGBTIQ*-feindlicher Angriff in Friedrichsfelde,"Kurz vor Mitternacht saßen zwei Männer auf der Treppe zum U-Bhf. Friedrichsfelde, als einer der beiden einen Stoß in den Rücken bekam. Der Angreifer beleidigte anschließend die beiden homophob und entfernte sich unerkannt.",Polizei Berlin,physical,,,,,2019,physical attack,2019 Sep 13
2019-09-13,Neukölln,LGBTIQ*-feindlicher Angriff in Neukölln,"Ein 28-jähriger Mann wird in der Sonnenallee von mehreren Jugendlichen aus LGBTIQ-feindlicher Motivation beleidigt, geschlagen und getreten.",ReachOut Berlin,physical,,,,,2019,physical attack,2019 Sep 13
2019-09-12,Charlottenburg-Wilmersdorf,Erneut homophobe Aufkleber am S-Bhf Westend,"Am 12. September 2019 wurden am S-Bahnhof Westend in Charlottenburg an der Wand der Rolltreppe weitere 3 selbstbeschriebene Aufkleber mit der Aufschrift ""Schwul=krank"" entdeckt und überklebt. Teilweise wurden Aufkleber mit der Aufschrift ""Gegen Nazis"", mit welchen die homophoben Aufkleber überklebt wurden, wiederrum überklebt.",Register CW,,,,,,2019,,2019 Sep 12
2019-09-10,Charlottenburg-Wilmersdorf,Homophobe Aufkleber am S-Bhf Westend,"Am 10. September 2019 wurden am S-Bahnhof Westend in Charlottenburg an der Wand der Rolltreppe ca. 10 selbstbeschriebene Aufkleber mit der Aufschrift ""Schwul=krank"" entdeckt. Teilweise waren sie bereits überklebt oder verkratzt.",Register CW,,,,,,2019,,2019 Sep 10
2019-09-08,Mitte,Erneute Sachbeschädigung am Denkmal für die im NS verfolgten Homosexuellen,"Das Denkmal für die im Nationalsozialismus verfolgten Homosexuellen in der Ebertstraße Ecke Großer Tiergarten schräg gegenüber dem Holocaust-Mahnmal wurde erneut beschädigt, indem Unbekannte das Denkmahl mit schwarzer Farbe beschmierten. Gegen 22.30 Uhr bemerkte ein Mitarbeiter eines Sicherheitsdienstes die Sachbeschädigung und rief die Polizei.
Dies ist schon die sechste Beschädigung an diesem Denkmal in diesem Jahr. Zuletzt war es erst am 19.08. beschädigt worden, davor schon am 04.08., am 30.06.2019, am 09.06.2019, am 27.01.2019 und im letzten Jahr am 6.10. und am 1.12. 2018.","Polizeimeldung vom 09.09.2019, Queer.de vom 09.09.2019",,,,yes,,2019,vandalism,2019 Sep 08
2019-09-08,Friedrichshain-Kreuzberg,"Erst homophob beleidigt, dann angegriffen","Unbekannte beleidigten und griffen in der vergangenen Nacht ein schwules Paar in Kreuzberg an. Die beiden 25 und 29 Jahre alten Männer waren auf dem Gehweg der Admiralstraße zu einem Restaurant unterwegs. Vor dem Grillhaus trafen sie kurz nach Mitternacht auf drei Unbekannte, die das Paar sofort homophob beleidigten. Die beiden Männer versuchte daraufhin Abstand zu den Pöblern zu bekommen und liefen weiter. Die unbekannten Männer folgten dem Paar jedoch und attackierten es. Einer der Angreifer schlug dem 25-Jährigen mit der Faust gegen den Kopf. Dieser stürzte dadurch zu Boden, wo er getreten wurde. Beim Versuch zu fliehen, schlug einer der Täter dem Mann eine Flasche gegen den Kopf. Anschließend flüchteten die Schläger. Alarmierte Rettungskräfte brachten den Verletzten zur ambulanten Behandlung in ein Krankenhaus. Dessen 29-jähriger Lebensgefährte blieb unverletzt. Die Ermittlungen führt der Polizeiliche Staatsschutz beim Landeskriminalamt.",Polizeimeldung Nr. 2186,physical,,,,,2019,physical attack,2019 Sep 08
2019-09-07,Friedrichshain-Kreuzberg,LGBTIQ*-feindlicher Angriff am U-Bhf. Gneisenaustraße,"In der Nacht vom 06.09.2019 zum 07.09.2019 wurden eine Frau und ihre Begleitung in einem Zug der U-Bahnlinie U7 in Höhe des U-Bhf. Gneisenaustraße aus einer Gruppe von drei Männern heraus transfeindlich beleidigt und mit einer Plastikflasche beworfen, die die beiden nur knapp verfehlte.","Polizei Berlin, 07.09.2019",physical,,,,,2019,physical attack,2019 Sep 07
2019-09-06,Friedrichshain-Kreuzberg,"Helfende Frau am Maybachufer beleidigt, geschlagen und verletzt","Auf dem Gehweg vor einem Lokal am Maybachufer sind E-Scooter geparkt, sodass eine Person im Rollstuhl nicht vorbei kommt. Als eine Frau gegen 18.30 Uhr die Fahrzeuge auf die Straße stellen will, wird sie von einem unbekannten Mann aus LGBTIQ*-feindlicher und rassistischer Motivation beleidigt, geschlagen und verletzt.",ReachOut Berlin,physical,,,,,2019,physical attack,2019 Sep 06
2019-09-05,Mitte,Homophobe Beleidigung in Mitte,"Zwei Männer, 36 und 49 Jahre alt, waren gegen 21.30 Uhr zu Fuß in der Wilhelmstraße im Ortsteil Mitte unterwegs. Von der Zimmerstraße kommend fuhr ein Lieferfahrzeug neben den Passanten her, aus dem heraus zwei Männer den 36-Jährigen und seinen Begleiter mehrfach homophob beschimpften. Anschließend fuhr der Lieferwagen weg. Der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin hat die Ermittlungen übernommen.","Polizeimeldung vom 06.09.2019, Queer.de vom 06.09.2019",verbal,,,,,2019,verbal attack,2019 Sep 05
2019-09-05,Tempelhof-Schöneberg,LGBTIQ*-feindlicher Kommentar in Friedenau,"Am 05.09.2019 gegen 21.30 Uhr gehen drei junge Männer mit starrendem Blick auf der Rheinstraße, Ecke Saarstraße / Kaisereiche an einer Frau vorbei. Einer fragt: ""Shabab oder Luti?"" (arabisch shabab - Junge, junger Mann, luti - pejorativ Schwuler Mann)",Register Tempelhof-Schöneberg,,,,,,2019,,2019 Sep 05
2019-09-05,Tempelhof-Schöneberg,LGBTIQ*-feindliche Beleidigung in Friedenau,"Am 05.09.2019 gegen 21.30 Uhr ruft ein Mann aus einem fahrenden Auto auf der Rheinstraße Höhe Kaisereiche höhnisch zu einer Frau, die auf der Straße läuft: ""Bist du schwul?""",Register Tempelhof-Schöneberg,verbal,,,,,2019,verbal attack,2019 Sep 05
2019-09-04,Steglitz-Zehlendorf,LGBT-feindliche Schmiererei in Bus,"In einem Bus der Linie X10 werden in Zehlendorf zwei Edding-Schmierereien entdeckt und entfernt. Die Parolen lauteten ""Schwule/Lesben in die Hölle"" und ""Scheiß Homos"".",hassvernichtet,,,,,,2019,,2019 Sep 04
2019-09-01,Spandau,Angriff auf 67-Jährigen im Falkenhagener Feld,"Ein 67-jähriger Mann wurde gegen 13:20 in der Straße ""Am Kiesteich"" LGBTIQ*feindlich beleidigt und in den Bauch getreten.",ReachOut,physical,,,,,2019,physical attack,2019 Sep 01
2019-08-30,Lichtenberg,LGBTIQ*-feindliche Bedrohung in Neu-Hohenschönhausen,Gegen 16:30 Uhr wurde ein Junge in einem Jugendklub von anderen Jugendlichen transphob beleidigt und bedroht.,Lichtenberger Register,verbal,,,,,2019,verbal attack,2019 Aug 30
2019-08-30,Friedrichshain-Kreuzberg,LGBTIQ*-Feindlicher Angriff,Gegen 20.50 Uhr wird ein 28-jähriger Transmann aus einer Gruppe von unbekannten Jugendlichen heraus aus LGBTIQ-feindlicher Motivation beleidigt und mit einem Stein beworfen.,ReachOut Berlin,physical,,,,,2019,physical attack,2019 Aug 30
2019-08-27,Mitte,Angriff auf Transfrau in der U8 in Mitte,"In einem U-Bahn-Zug der Linie U8 wurde eine Transfrau aus LGBTIQ-feindlicher Motivation beleidigt, angegriffen und verletzt. Die 35-Jährige Transfrau betrat gegen 19 Uhr am U-Bahnhof Bernauer Straße einen Zug der Linie U8 in Richtung Herrmannplatz und setzte sich neben einen Mann, der viel Platz einnahm. Die 35-Jährige bat den Fahrgast etwas Platz zu machen. Der Unbekannte entgegnete, dass er sitzt, wie er möchte und beleidigte die 35-Jährigen auf LGBTIQ-feindliche Weise. Die Beleidigte ignorierte dies und bat den Mann erneut Platz zu machen. Daraufhin wurde die 35-Jährige ein weiteres Mal beleidigt. Nachdem die Beschimpfte den Mann ein drittes Mal ansprach, schlug der Unbekannte der 35-Jährigen mehrmals ins Gesicht. Am U-Bahnhof Rosenthaler Platz verließ die Attackierte dann gemeinsam mit Zeugen den Zug, um die Polizei zu alarmieren. Als sich die Türen bereits schlossen, sprang auch der Täter noch aus dem Zug. Die 35-Jährige wollte ihn festhalten und zog ihn zu Boden. Der Festgehaltene drehte sich dann auf dem Boden um und schlug der 35-Jährigen erneut mehrmals ins Gesicht. Zeugen zogen die beiden Männer auseinander, woraufhin der Täter flüchtete. Die 35-Jährige erlitt Kopfverletzungen. Der Polizeiliche Staatsschutz beim Landeskriminalamt Berlin hat die Ermittlungen übernommen.","ReachOut, Polizeimeldung vom 28.08.2019, Queer.de vom 28.08.2019, Berliner Zeitung vom 28.08.2019",physical,,,,,2019,physical attack,2019 Aug 27
